id,text,target
gemini-00000,"**SK하이닉스, 2분기 실적 반등 기대…메모리 반도체 가격 상승세 지속**",5
gemini-00001,"**쿠팡, 뉴욕증시 상장 성공…글로벌 e커머스 시장 진출 본격화**",5
gemini-00002,"**주택담보대출 금리 상승에도 불구, 서울 강남 지역 아파트 가격은 상승세 지속**",5
gemini-00003,"**삼성증권, LG전자 2023년 스마트폰 사업 호조 전망…목표주가 상향 조정**",5
gemini-00004,**추석 명절 앞두고 유통업계 선물세트 경쟁…온라인 판매 비중 증가**,5
gemini-00005,"**한국은행, 기준금리 동결…경기 불확실성 지속**",5
gemini-00006,"**코스피, 외국인 투자자 매수세 유입…상승세 지속될까?**",5
gemini-00007,"**금융당국, 가상자산 거래소 규제 강화…투자자 보호 강화**",5
gemini-00008,"**네이버, 인공지능(AI) 기술 개발에 박차…글로벌 시장 진출 가속화**",5
gemini-00009,"**SKT, 5G 통신망 확대…수도권 커버리지 확장**",5
gemini-00010,"**SK텔레콤, 5G 특화망 시장 진출…스마트팩토리 등 사업 확대**",5
gemini-00011,"**한화생명, 1분기 실적 호조…변액보험 판매 호황**",5
gemini-00012,"**카카오, 인공지능(AI) 기반 서비스 강화…챗봇 기능 확대**",5
gemini-00013,"**제주항공, 일본 노선 증편…여행객 수요 회복 기대**",5
gemini-00014,"**GS리테일, 편의점 'GS25' 매출 성장…디지털 전환 가속화**",5
gemini-00015,"**신세계백화점, 명품 브랜드 유치…고객 유치 경쟁 심화**",5
gemini-00016,"**현대자동차, 전기차 생산 확대…친환경차 시장 공략 강화**",5
gemini-00017,"**네이버, 검색 서비스 개편…AI 기술 접목**",5
gemini-00018,"**삼성전자, 3분기 실적 호조 예상…반도체 수요 회복 기대감**",5
gemini-00019,"**카카오, 일본 시장 진출 본격화…카카오페이·카카오모빌 서비스 출시**",5
gemini-00020,"**쿠팡, 신규 물류센터 오픈…경기권 배송 속도 더욱 빨라진다**",5
gemini-00021,"**카카오페이, 금융 서비스 확대…주식 투자 기능 추가 예정**",5
gemini-00022,"**삼성전자, 갤럭시 S24 시리즈 출시 앞두고…사전 예약 뜨겁다**",5
gemini-00023,"**LG전자, AI 기반 스마트홈 시스템 공개…편리함과 안전성 강화**",5
gemini-00024,"**대한항공, 국제선 운항 확대…여행 수요 증가에 발맞춰**",5
gemini-00025,"**CJ대한통운, 물류 자동화 시스템 도입…효율성 및 경쟁력 강화**",5
gemini-00026,"**국내 주택 시장, 금리 인상에도 불구하고 안정세 유지…전문가 ""매수세 지속될 것""**",5
gemini-00027,"**SK텔레콤, 5G 서비스 확장… 3분기 가입자 수 급증 전망**",5
gemini-00028,"**삼성전자, 3분기 스마트폰 판매량 10% 증가 전망…중국 시장 회복세 주목**",5
gemini-00029,"**카카오뱅크, 2분기 순이익 1000억원 돌파…디지털 금융 시장 선두 질주**",5
gemini-00030,"**쿠팡, 2분기 매출 1조원 돌파…온라인 유통 시장 지배력 강화**",5
gemini-00031,"**부동산 시장, 정부 규제에도 불구하고 상승세 지속…투자 심리 여전히 높아**",5
gemini-00032,"**코로나19 팬데믹 이후, 비대면 서비스 성장세 지속…온라인 플랫폼 경쟁 심화**",5
gemini-00033,"쿠팡, 배송 서비스 강화…'로켓배송' 확대 계획 발표",5
gemini-00034,"**롯데백화점, 겨울맞이 패션 상품 대전…고객 사로잡기 나서**",5
gemini-00035,"**부산항, 동북아 물류 허브 도약…신규 항로 개설 및 투자 유치**",5
gemini-00036,"**카카오뱅크, 금융 서비스 강화…디지털뱅킹 시대 선도**",5
gemini-00037,"**국제유가 급등…석유화학 업계, 원자재 가격 상승 부담**",5
gemini-00038,"**SK하이닉스, 반도체 투자 확대…메모리 시장 주도권 강화**",5
gemini-00039,"**대한항공, 항공 운임 인상…여행객 부담 증가**",5
gemini-00040,"**한국전력, 전기료 인상 논의 본격화…소비자 부담 우려 커져**",5
gemini-00041,"**쿠팡, 물류센터 확장 투자 지속…배송 경쟁력 강화**",5
gemini-00042,"LG전자, 인공지능 스마트폰 출시…시장 경쟁 본격화",5
gemini-00043,"**국제 유가 급등…원유 수입 비중 높은 한국, 경제적 타격 우려**",5
gemini-00044,"**카카오뱅크, 신용대출 금리 인하…금융 시장 경쟁 심화**",5
gemini-00045,"**GS칼텍스, 석유화학 사업 투자 확대…에너지 시장 변화에 대응**",5
gemini-00046,"**카카오, 인공지능 플랫폼 '카카오 AI' 출시…생활 혁신 기대**",5
gemini-00047,"**롯데백화점, 추석 맞이 대규모 할인 행사…명절 선물 수요 잡는다**",5
gemini-00048,"**대한항공, 유럽 노선 확대…신규 취항 도시 추가**",5
gemini-00049,"**LG전자, 프리미엄 가전 시장 공략… 수익성 개선 노력 지속**",5
gemini-00050,"**신세계, 온라인 사업 강화… 이커머스 시장 경쟁 가속화**",5
gemini-00051,"**쿠팡, 미국 IPO 성공…글로벌 유통 플랫폼 도약**",5
gemini-00052,**부동산 시장 침체에도 불구하고…강남 지역 재건축 열기는 여전**,5
gemini-00053,"**신한금융투자, 현대자동차 목표주가 상향…전기차 사업 성장 기대**",5
gemini-00054,**금리 인상 속에서도…주식 투자 열기는 식지 않아**,5
gemini-00055,"**코스피, 연말까지 상승 가능성 높아…전문가 전망**",5
gemini-00056,"**금융감독원, 가상자산 시장 불법 행위 집중 단속…투자자 주의 당부**",5
gemini-00057,"**네이버, 인공지능 기술 개발 박차…미래 성장 동력 확보**",5
gemini-00058,"**삼성전자, 반도체 시장 점유율 확대…경쟁사와 치열한 경쟁**",5
gemini-00059,"**쿠팡, 미국 상장 후 첫 실적 발표…매출 성장세 지속**",5
gemini-00060,"**롯데백화점, 명품 매출 호조…고객 맞춤형 서비스 강화**",5
gemini-00061,"**GS칼텍스, 유가 상승에도 불구하고 실적 개선…정유 시장 호황**",5
gemini-00062,"**카카오뱅크, IPO 추진…금융 시장에 새로운 바람 불어올까?**",5
gemini-00063,"**삼성전자, 폴더블폰 판매 호조…시장 지배력 강화**",5
gemini-00064,"**서울 강남 아파트값, 10개월 만에 상승 전환… 부동산 시장 회복 신호?**",5
gemini-00065,"**카카오뱅크, 1분기 순이익 급증… 인터넷전문은행 성장세 지속**",5
gemini-00066,"대한항공, 신규 노선 확대… 동남아시아 관광객 유치 본격화",5
gemini-00067,"**GS칼텍스, 친환경 에너지 사업 확대…ESG 경영 강화**",5
gemini-00068,"**카카오뱅크, 금리 인상에도 불구하고 예·적금 상품 경쟁력 유지… 고객 이탈 방지 성공**",5
gemini-00069,"**현대자동차, 친환경차 라인업 확대…전기차 시장 선도 목표**",5
gemini-00070,"**롯데그룹, 유통·식품 사업 재편… 디지털 전환 가속화**",5
gemini-00071,"**GS칼텍스, 석유 제품 가격 인하…소비자 부담 완화**",5
gemini-00072,"**펀드 운용사, 하반기 주식 시장 전망 긍정적…경기 회복 기대감 확산**",5
gemini-00073,**코스피 상장 요건 완화…중소기업 상장 문턱 낮춰**,5
gemini-00074,"**증권사, ETF 시장 확대…다양한 투자 상품 출시**",5
gemini-00075,"**CJ올리브영, 뷰티 트렌드 주도…온라인 플랫폼 강화**",5
