ID,text,target
gemini-00000,"국제 유가 급등, 원유 시장 불안감 고조",4
gemini-00001,"""챗GPT"" 넘어선 새로운 AI 모델 등장, 업계 뜨거운 관심",4
gemini-00002,"""K팝"" 열풍, 글로벌 시장 석권… 2023년 음악 시장 전망",4
gemini-00003,"""우주여행 시대"" 개막… 민간 우주여행 상품 출시",4
gemini-00004,"""기후변화"" 심각성 악화… 국제사회 공동 대응 촉구",4
gemini-00005,"""인공지능 윤리"" 논쟁 심화… 규제 필요성 대두",4
gemini-00006,"""코로나19"" 팬데믹 이후, 새로운 사회 시스템 구축",4
gemini-00007,"""메타버스"" 시대 도래… 가상현실 기술 발전",4
gemini-00008,"""바이오 기술"" 혁신… 난치병 치료 가능성 열려",4
gemini-00009,"카카오, ""챗GPT 탑재 AI 챗봇 출시... 이용자 맞춤형 서비스 제공""",4
gemini-00010,"국제유가 급등, 원유 수입 비용 증가 우려",4
gemini-00011,"서울 강남 아파트값 하락세 지속, 부동산 시장 침체 심화",4
gemini-00012,"전국 초·중·고 겨울방학 시작, 안전사고 예방 주의 당부",4
gemini-00013,"인공지능 기반 자율주행 택시, 서울 시내 운행 시작",4
gemini-00014,"챗GPT 열풍, 교육 현장에도 변화의 바람",4
gemini-00015,"'K팝' 열기 식지 않아, 해외 팬덤 확장세 지속",4
gemini-00016,"'MZ세대' 취업난 심화, 청년 실업률 고공행진",4
gemini-00017,"'블랙프라이데이' 특수 기대, 온라인 쇼핑몰 할인 경쟁 치열",4
gemini-00018,"엘살바도르 비트코인 법정화 1년, 성공 가능성은?",4
gemini-00019,"국제 우주정거장, 새로운 우주 관측 장비 설치 완료",4
gemini-00020,"신종 코로나 변이 바이러스 확산, WHO 긴급회의 소집",4
gemini-00021,"국내 주식 시장, 기술주 강세 지속, 코스피 사상 최고치 경신",4
gemini-00022,"챗GPT 열풍, AI 시대 도래, 교육계에도 큰 변화 예고",4
gemini-00023,"2023년 노벨상 수상자 발표, 과학 분야 한국인 수상 기대",4
gemini-00024,"넷플릭스, 새로운 오리지널 드라마 공개, 시청률 경쟁 치열",4
gemini-00025,"인공지능 로봇, 의료 분야 진출 가속화, 의료 서비스 혁신 기대",4
gemini-00026,"젠트리피케이션 심화, 도시 재개발 논란, 사회적 갈등 격화",4
