ID,text,target
gemini-00000,"SK하이닉스, 3분기 실적 개선 기대…반도체 업황 회복세 지속",5
gemini-00001,"네이버, 인공지능 플랫폼 '클로바' 업그레이드…AI 시장 경쟁 심화",5
gemini-00002,"카카오뱅크, 금융 서비스 확대…주택담보대출 시장 진출",5
gemini-00003,"LG전자, 차세대 OLED TV 공개…프리미엄 TV 시장 공략 강화",5
gemini-00004,"쿠팡, '로켓배송' 서비스 확장…물류센터 투자 확대",5
gemini-00005,"삼성전자, 갤럭시 S24 출시…고성능 스마트폰 시장 경쟁 가속화",5
gemini-00006,"대한항공, 국제선 운항 재개…여행 수요 회복 기대",5
gemini-00007,"롯데백화점, 명품 브랜드 유치…고객 유치 경쟁 심화",5
gemini-00008,"서울시, 택시 호출료 인상 검토…심야 할증 시간 확대 논의",5
gemini-00009,"넷플릭스, 한국 콘텐츠 투자 확대…오리지널 드라마 제작 본격화",5
gemini-00010,"대한항공, 신규 노선 확장…동남아시아 지역 공략 강화",5
gemini-00011,국제유가 급등…원자재 가격 상승 우려 커져,5
gemini-00012,AI 기술 활용한 챗봇 서비스 확산…고객센터 업무 효율성 증대,5
gemini-00013,"엔터테인먼트 업계, 팬덤 마케팅 경쟁 심화…아이돌 그룹 데뷔 러시",5
gemini-00014,부동산 시장 침체 지속…매매 거래량 감소세,5
gemini-00015,벤처 투자 시장 위축…스타트업 자금 조달 어려움 겪어,5
gemini-00016,"카카오, 인공지능(AI) 기반 신규 서비스 출시…시장 경쟁 심화",5
gemini-00017,"국내 주택 시장, 금리 인상에도 불구하고 안정세 유지…전문가 의견 엇갈려",5
gemini-00018,"삼성증권, LG전자 목표주가 상향 조정…스마트폰 판매 호조 영향",5
gemini-00019,"추석 연휴 앞두고 유통업계, 선물세트 경쟁 본격화…판촉 행사 다채롭게 진행",5
gemini-00020,"미국 연준, 금리 동결 가능성 높아…경제 지표 주시",5
gemini-00021,"코스피, 외국인 투자자 매수세 지속…증시 상승세 이어갈까",5
gemini-00022,"금융당국, 가계부채 관리 강화…주택담보대출 규제 강화 예상",5
gemini-00023,"서울시, 미세먼지 저감 위한 친환경 대중교통 확대 계획 발표",5
gemini-00024,AI 기반 맞춤형 교육 시스템 도입… 교육격차 해소 기대,5
gemini-00025,국제 유가 급등…원유 수입 의존도 높은 한국 경제에 악영향 우려,5
gemini-00026,"서울 강남, 재건축 열기 재점화…부동산 시장 회복세 지속",5
gemini-00027,"쿠팡, 새벽배송 서비스 확대…온라인 유통 시장 지배력 강화",5
gemini-00028,"한국은행, 기준금리 동결…경기 불확실성 지속",5
gemini-00029,"현대차, 전기차 생산 확대…친환경차 시장 선점 경쟁",5
gemini-00030,"제주항공, 신규 노선 확대…동남아 여행 수요 증가세",5
gemini-00031,"네이버, 인공지능 기술 고도화…새로운 서비스 출시 예정",5
gemini-00032,"엔씨소프트, 신작 모바일 게임 '프로젝트M' 출시 예정…기대감 고조",5
gemini-00033,"삼성전자, 차세대 반도체 기술 개발 박차…글로벌 시장 주도권 확보",5
gemini-00034,코로나19 백신 접종률 상승…일상 회복 기대감 커져,5
gemini-00035,"엔터테인먼트 업계, 팬데믹 이후 성장세…온라인 플랫폼 활용 확대",5
gemini-00036,"서울 강남 아파트값, 하락세 지속…거래량 감소",5
gemini-00037,"네이버, 인공지능(AI) 사업 확대…챗GPT 경쟁 본격화",5
gemini-00038,"카카오뱅크, 금리 인상 여파…대출 금리 상승",5
gemini-00039,"LG전자, 스마트폰 시장 점유율 확대…프리미엄 전략 효과",5
gemini-00040,"GS건설, 해외 건설 시장 진출 확대…수주 목표 상향 조정",5
gemini-00041,"""ESG 경영, 미래 경쟁력"" 기업들의 ESG 경영 도입 가속화",5
gemini-00042,"롯데백화점, 추석 선물세트 사전 예약 판매 시작…명절 선물 시장 경쟁 본격화",5
gemini-00043,"국제유가 급등, 에너지 가격 인상 불가피…소비자 부담 가중",5
gemini-00044,"AI 기술 발전, 교육 분야 혁신…맞춤형 학습 시대 열린다",5
gemini-00045,"롯데백화점, 겨울맞이 패션 상품 할인 행사…연말 쇼핑 열기 고조",5
gemini-00046,"'K팝 열풍' 지속…방탄소년단, 미국 빌보드 차트 1위 석권",5
gemini-00047,"코로나19 여파, 항공업계 직격탄…국제선 운항 축소",5
gemini-00048,"삼성전자, 갤럭시 S23 출시 예정…혁신적인 기능 탑재 기대",5
gemini-00049,"챗GPT 열풍, 교육계에도 불어닥쳐…AI 활용 교육 콘텐츠 개발 활발",5
gemini-00050,"SK텔레콤, AI 기반 스마트홈 서비스 출시…맞춤형 편의 제공",5
gemini-00051,"국제 유가 상승…석유화학 업계, 원자재 가격 인상 압박",5
gemini-00052,"LG전자, 스마트폰 신제품 출시… 디자인과 성능 업그레이드",5
gemini-00053,"SK텔레콤, 5G 통신망 확대… 초고속 인터넷 시대 개막",5
gemini-00054,"신한은행, 금리 인하… 경기 활성화 기대",5
gemini-00055,"서울시, 도시 재생 사업 추진… 낙후 지역 개발 박차",5
gemini-00056,"서울 강남, 10억원 아파트 매물 급증…금리 인상 여파",5
gemini-00057,"SK하이닉스, 반도체 시장 불황에도 견조한 실적…메모리 수요 증가",5
gemini-00058,"서울시, 내년부터 모든 공공시설 금연…흡연구역도 없앤다",5
gemini-00059,고금리 시대에 뜨는 '주택담보대출 갈아타기'…금융권 경쟁 치열,5
gemini-00060,"SK텔레콤, 인공지능 기반 스마트팩토리 솔루션 출시… 제조업 경쟁력 강화",5
gemini-00061,"현대자동차, 전기차 라인업 확대… 친환경 모빌리티 시장 공략",5
gemini-00062,"CJ대한통운, 물류 자동화 시스템 도입… 효율성 증대",5
gemini-00063,"KT, 5G 서비스 확대…초고속 인터넷 및 다양한 콘텐츠 제공",5
gemini-00064,"SK텔레콤, 5G 특화망 시장 공략…산업 현장 디지털 전환 가속화",5
gemini-00065,"한국전력공사, 전력망 안정화 노력…태양광 발전 확대 추진",5
gemini-00066,"국제유가 급등, 석유화학 업계 주가 상승…LG화학, 롯데케미칼 등 실적 기대",5
gemini-00067,"내년 대선, 부동산 정책이 핵심…후보별 공약 비교 분석",5
gemini-00068,"카카오뱅크, 3분기 순이익 1000억원 돌파…시장 점유율 확대",5
gemini-00069,"금리 인상 시대, 부동산 시장 전망…가격 하락 가능성 제기",5
gemini-00070,"SK하이닉스, D램 가격 상승에 힘입어 실적 개선…투자자 관심 집중",5
gemini-00071,"서울시, 택시 승차난 해소 위해 카풀 서비스 허용 검토",5
gemini-00072,김포공항 확장 계획 확정…수도권 서부 항공 교통망 강화,5
gemini-00073,"LG전자, 웨어러블 기기 시장 진출…스마트워치 신제품 출시",5
gemini-00074,"카카오, 모빌리티 사업 확장…택시 호출 서비스 강화",5
gemini-00075,"카카오뱅크, IPO 시장 기대감 높여…내년 상반기 상장 목표",5
gemini-00076,코로나19 팬데믹 이후 여행업 회복세…항공·호텔 예약 증가,5
gemini-00077,"쿠팡, 새벽 배송 서비스 확대…경쟁 심화 속 차별화 전략",5
gemini-00078,"넷플릭스, 신규 드라마 '블랙 미러' 시즌 6 공개…미래 사회 풍자",4
gemini-00079,'카카오톡' 오류 발생…전국민 불편 호소,4
gemini-00080,"'챗GPT' 개발사 오픈AI, 새로운 인공지능 모델 공개…더욱 발전된 성능",4
gemini-00081,"정부, 겨울철 에너지 절약 캠페인 강화…난방비 부담 완화",5
gemini-00082,"LG전자, 차세대 스마트폰 'V70' 공개…혁신적인 카메라 기능 탑재",5
gemini-00083,12월 연말 특수 기대…백화점·면세점 매출 증가세,5
gemini-00084,"페이스북, 개인정보 보호 강화…데이터 유출 사고 방지",5
gemini-00085,"삼성전자, 폴더블폰 판매 목표 상향 조정…시장 점유율 확대 노력",5
gemini-00086,"게임업계, 신작 출시 경쟁…매출 성장 기대",5
gemini-00087,"카카오뱅크, 신규 대출 상품 출시… 금리 인하 경쟁 가속화",5
