id,text,target
gemini-00000,"브라질, 아마존 열대우림 보호 강화… 불법 벌목 단속 강화",6
gemini-00001,"러시아, 우크라이나 침공 1년… 국제 사회 제재 효과는 미지수",6
gemini-00002,"인도네시아, 지진과 쓰나미 발생… 피해 현황 심각",6
gemini-00003,"미국, 중국 반도체 산업 견제 강화… 기술 경쟁 심화",6
gemini-00004,"프랑스, 노동 개혁 시위 격화… 정부와 노조 대립 심화",6
gemini-00005,"영국, 폭염으로 인한 물 부족 심각… 긴급 대책 마련",6
gemini-00006,"일본, 코로나19 재확산 우려… 방역 조치 강화",6
gemini-00007,"한국, 주택 가격 하락세 지속… 부동산 시장 불안",6
gemini-00008,"호주, 산불 피해 복구 작업 진행… 기후 변화 우려",6
gemini-00009,"캐나다, 총기 규제 강화 논의… 총기 폭력 문제 심각",6
gemini-00010,"**브라질, 아마존 개발 논란…환경단체 거세게 반발**",6
gemini-00011,"**중국, 인공지능 기술 활용…국가 안보 강화 행보**",6
gemini-00012,"**미국, 북한 핵실험 가능성 경고…한반도 긴장 고조**",6
gemini-00013,"**한국, 코로나19 팬데믹 극복…경제 회복 기대**",6
gemini-00014,"**영국, 기후변화 대응 강화…탄소 배출 감축 목표 설정**",6
gemini-00015,"**프랑스, 테러 위협 증가…경계 강화 조치 시행**",6
gemini-00016,"**인도, 인구 증가 문제 심각…경제 성장 저해 우려**",6
gemini-00017,"**일본, 노령화 사회 진입…복지 시스템 개선 과제**",6
gemini-00018,**브라질 리우데자네이루 슬럼가서 대규모 총격전 발생…최소 10명 사망**,6
gemini-00019,**영국 런던 시내 한복판서 괴한들 흉기 난동…경찰 추격 중**,6
gemini-00020,"브라질 대선 후보, 지지율 급락… 부패 스캔들 여파",6
gemini-00021,"인도네시아, 화산 폭발 경고… 주민 대피령 발령",6
gemini-00022,"아프리카, 가뭄 심화… 식량난 우려 고조",6
gemini-00023,"한국, 인공지능 기술 발전… 4차 산업혁명 선도",6
gemini-00024,"브라질, 아마존 열대 우림 파괴 심각…환경단체 비난 봇물",6
gemini-00025,"중국, 인공지능 개발 경쟁 가속화…미국과 패권 다툼 예고",6
gemini-00026,"인도, 코로나19 변이 확산…국민 불안감 고조",6
