ID,text,target
ynat-v1_dev_00003,해양경찰청 헬기 18대 중 절반 야간 운항 불가능,3
ynat-v1_dev_00007,뉴스에서 대주주 아파트 광고 G1에 경고,3
ynat-v1_dev_00016,청주·제천서 일가족 등 6명 코로나19 확진…고3 수험생 포함종합,3
ynat-v1_dev_00024,지자체대학 협력 충청권 간담회,3
ynat-v1_dev_00029,평창 바가지 올림픽 역풍…숙박업소 대규모 공실 우려,3
ynat-v1_dev_00032,박수치는 2019 세계기자대회 참석자들,3
ynat-v1_dev_00037,김태년 최저임금 인상 가계소득 개선으로 이어지게 대책 마련,3
ynat-v1_dev_00040,춘천시 외국 관광객 꾸준히 증가…중국 관광객은 급감,3
ynat-v1_dev_00051,대기업 일제히 세대교체 인사…여성·융합형 인재가 뜬다,3
ynat-v1_dev_00060,한진 사태 피해 최소화 부산 수출물류 애로신고센터 가동,3
ynat-v1_dev_00061,부하에게 같이 일 못 해 먹겠다 부산산업과학혁신원 간부 징계,3
ynat-v1_dev_00067,그래픽 서울 공립 유·초·특수교사 선발 인원,3
ynat-v1_dev_00076,KT 오늘 차기 회장 후보 면접…이르면 내일 확정할 듯,3
ynat-v1_dev_00077,부산기계공고 외부인 통제,3
ynat-v1_dev_00083,기자회견 하는 이석문 제주교육감,3
ynat-v1_dev_00099,언론노조 정부 방송제도개선안 공공영역 축소 우려,3
ynat-v1_dev_00106,한국GM 창원공장 비정규직 해고 후 다시 비정규직 채용해 투입,3
ynat-v1_dev_00112,교육부전교조 교섭 재개 기념 촬영,3
ynat-v1_dev_00114,미래부 연구실 안전의 날 기념행사 개최,3
ynat-v1_dev_00118,게시판 연세대 총동문회 신임 회장에 유경선 유진그룹 회장,3
ynat-v1_dev_00125,미래부 부처별 연구비 규정 통일 추진,3
ynat-v1_dev_00130,게시판 한국언론인협회 방송매체 균형적 발전 세미나,3
ynat-v1_dev_00138,게시판 과총 한중 ICT 연구협력 방향 논의 포럼,3
ynat-v1_dev_00139,국감장에 선 항공기 승무원,3
ynat-v1_dev_00149,충북시민단체 CJB 이재학 PD 사태 해결까지 투쟁,3
ynat-v1_dev_00160,한국 UAE와 보건의료 분야 협력 확대,3
ynat-v1_dev_00183,군산소식 방역 일자리사업 참여자 45명 모집,3
ynat-v1_dev_00184,게시판 미래부 공공연구성과 기술사업화 지원 정책 모임,3
ynat-v1_dev_00194,코로나 노동난민은 비정규직,3
ynat-v1_dev_00196,시도교육감협의회 전교조 노조 지위 회복 대법원 판결 환영,3
ynat-v1_dev_00199,초등돌봄전담사 내일 총파업 선포,3
ynat-v1_dev_00203,언론노조 네이버 뉴스 개편 평가 토론회,3
ynat-v1_dev_00216,황창규 KT 회장 국정농단 스캔들 연루에 유감 표명,3
ynat-v1_dev_00221,영상 버스정류장 주위 맴도는 수상한 오토바이…정체는,3
ynat-v1_dev_00224,게시판 번호안내 114 에어컨 수리·방충망 설치 업체 안내,3
ynat-v1_dev_00231,6월 민주항쟁 불씨된 보도지침 사료 기증식,3
ynat-v1_dev_00243,기자회견 하는 청년 전태일 회원들,3
ynat-v1_dev_00253,쿠팡 관련 확진자 인천 초교서 돌봄 지원…학생 전원 귀가,3
ynat-v1_dev_00261,한수원 경주시 등과 문화예술후원사업 협약,3
ynat-v1_dev_00270,광주 주요 사립대 등록금 감면 현재 계획 없어,3
ynat-v1_dev_00271,최순실 K스포츠재단서 7억원 용역비로 빼내려다 실패,3
ynat-v1_dev_00273,충북소식 도교육청 반부패 청렴영화제 9일 개최,3
ynat-v1_dev_00280,대전 꿈나래교육원 제8기 입교식…덕분에 챌린지도,3
ynat-v1_dev_00292,영상털면 다 털려…전원책 손석희에 공개 조언,3
ynat-v1_dev_00298,방한 외국인 절반은 중국인…관광객 다변화 노력 필요,3
ynat-v1_dev_00303,코로나19 여파로 온라인 개학,3
ynat-v1_dev_00326,동서고속철 내달 타당성 조사 착수…철도 연계 맞춤형 사업 개발,3
ynat-v1_dev_00328,외국인 관광객 유치에 수십억원 퍼붓는데…지방상권 속빈강정종합,3
ynat-v1_dev_00336,KBS이사회 고대영 사장 해임제청안 의결1보,3
ynat-v1_dev_00353,마트·시장 한배 탔다…이마트 당진에 상생스토어,3
ynat-v1_dev_00357,주간 화제의 뉴스 국정농단 재판 이국종 등 관심,3
ynat-v1_dev_00358,언론에 대한 징벌적 손해배상제 타당한가 토론회,3
