ID,text,target
ynat-v1_dev_00002,미군 리비아에서 IS 겨냥한 공습으로 11명 사살,6
ynat-v1_dev_00005,미중 무역전쟁서 미국 피해 더 커…CNBC 평가,6
ynat-v1_dev_00014,美 견제받는 화웨이 경쟁력 강화 위해 최고 인재 영입,6
ynat-v1_dev_00028,이란 혁명수비대 중동 파견 美항모 위협 아닌 타격목표,6
ynat-v1_dev_00049,대화재 노트르담 대성당 인근 아동 허용치 초과 납 검출,6
ynat-v1_dev_00069,트럼프 내달 초 유럽 순방 때 아일랜드도 방문,6
ynat-v1_dev_00071,터키 에르도안 5∼6년 내 자체 전투기 개발할 것,6
ynat-v1_dev_00073,이란 유엔에 美 드론의 영공침범 항의 제기,6
ynat-v1_dev_00080,이라크서 유혈 시위 계속…군경 발포에 시민 사망종합,6
ynat-v1_dev_00088,美 항모·폭격기에 패트리엇까지 중동으로…이란위협 대응,6
ynat-v1_dev_00090,AP위성통신 AP우주항공과 합병 결정,6
ynat-v1_dev_00095,카슈끄지 약혼녀 유엔서 국제 사회 진상조사 호소,6
ynat-v1_dev_00101,美 대학 한국어 수강생 1만4천명…전체 언어 중 11번째,6
ynat-v1_dev_00107,中싱크탱크 내년 中성장률 6% 밑돌 것…5.8% 예상,6
ynat-v1_dev_00113,동독의 기억은…獨대학 정부지원으로 동독 연구진행,6
ynat-v1_dev_00120,美·터키 갈등의 원인 러시아산 S400 미사일 터키 첫 도착종합2보,6
ynat-v1_dev_00121,나루히토 일왕 즉위 축하행사…일본인 행복·세계평화 바란다,6
ynat-v1_dev_00122,베네수엘라 사흘째 암흑천지…수백만명 식품·물 구하려 사투,6
ynat-v1_dev_00128,걸프 SNS 스타 두바이 후계자 서울 시내 관광 셀카,6
ynat-v1_dev_00129,일대일로 참여한 伊 세계 최대 쌀 생산지 中에 쌀 수출,6
ynat-v1_dev_00134,불법수출 쓰레기 빨리 가져가라…필리핀 주캐나다 대사 소환,6
ynat-v1_dev_00151,美의원들 구금시설 직원들 이민자들에게 변기물 마시게 해,6
ynat-v1_dev_00165,미 동부 마비시킨 악성 파일 미라이 국내서도 발견,6
ynat-v1_dev_00168,대북제재 속 평양 상품전에 中업체 100여개 참가 성황,6
ynat-v1_dev_00169,中 외교갈등 터키 여행주의보…스웨덴·캐나다 등 최근 3번째,6
ynat-v1_dev_00170,이란과 해운협정 맺는다…가서명 후 18년만에 정식체결,6
ynat-v1_dev_00172,고흥서 어선끼리 충돌…2명 부상,6
ynat-v1_dev_00187,터키 에르도안 이달 하순 러시아 방문…푸틴과 회담,6
ynat-v1_dev_00197,호주 여름 독감 환자 급증…NSW주에서만 7명 사망,6
ynat-v1_dev_00207,미 검찰 1조원 육박 뇌물 스캔들 우즈벡 前대통령 딸 기소,6
ynat-v1_dev_00214,리비아 동부 군벌 이슬람 희생제 명절에 휴전,6
ynat-v1_dev_00217,인도 위성격추 우주정거장 위협 안 돼…NASA 비판에 반박,6
ynat-v1_dev_00223,美 러시아 美대선 개입 위해 민주당 해킹…러 강력 부인종합3보,6
ynat-v1_dev_00226,美공화당 트럼프 탄핵정국 주요 쟁점서 엇갈린 목소리,6
ynat-v1_dev_00228,난민 최전선 그리스 난민 부담 EU 내 공평하게 배분돼야,6
ynat-v1_dev_00233,므누신 美재무 IT기업 주가 너무 비싸…이해 곤란,6
