id,text,target
gemini-00000,"국내 게임업체, '블록체인 게임' 시장 진출 본격화, 4",11
gemini-00001,"챗GPT 열풍, 교육 현장에도 불어닥친다…교육부, 대응책 마련 착수, 4",11
gemini-00002,"서울 강남, 10억원 아파트도 '깡통' 위험…금리 인상 여파 확산, 5",11
gemini-00003,"'MZ세대' 소비 트렌드 변화… 친환경 소비 확산, 4",11
gemini-00004,"중국, 반도체 장비 수입 규제 강화…美·日·韓 기업들 타격 우려, 5",11
gemini-00005,"러시아, 우크라이나 침공 1년… 국제사회, 평화 회복 위한 노력 지속, 6",11
gemini-00006,"'K팝' 열풍, 아시아 넘어 유럽 시장까지 진출…韓 엔터 산업, 새로운 도약, 4",11
gemini-00007,"""기후변화, 인류 생존 위협… 지금 당장 행동해야"", 국제 환경단체 경고, 6",11
gemini-00008,"'가짜뉴스' 확산 방지 위한 법안 발의… 언론 자유 vs. 허위 정보 규제 논쟁, 2",11
gemini-00009,"'MZ세대' 정치 참여 활발… 차세대 정치 리더십, 변화의 바람 불어, 2",11
gemini-00010,"서울시, 내년부터 대중교통 요금 인상 검토, 5",11
gemini-00011,"'조작된 증거' 논란, 검찰 수사 결과 발표…사회적 파장 예상, 6",11
gemini-00012,"국제유가 급등, 국내 휘발유 가격 1800원 돌파…소비자 부담 가중, 5",11
gemini-00013,"코로나19 팬데믹 3년, K-방역 성과와 과제…전문가 진단, 2",11
gemini-00014,"넷플릭스, 한국 콘텐츠 투자 확대…K-드라마 제작 지원 강화, 4",11
gemini-00015,"인공지능, 의료 분야 진출 가속화…진단·치료 정확도 향상 기대, 4",11
gemini-00016,"북한, 새로운 탄도미사일 발사…국제사회 우려 고조, 6",11
gemini-00017,"'가짜 뉴스' 확산 방지, 사회적 합의 필요…언론·정부·시민 공동 노력 촉구, 2",11
gemini-00018,"서울시, 택시 부족 해소 위한 카풀 서비스 도입 추진, 4",11
gemini-00019,"SK하이닉스, 낸드플래시 시장 점유율 확대 위한 대규모 투자 계획 발표, 5",11
gemini-00020,"챗GPT, 인공지능 윤리 논쟁 불붙이다, 4",11
gemini-00021,"2024년, 100만원으로 우주여행 간다!, 4",11
gemini-00022,"'인공지능 킬러 로봇' 개발 경쟁…미래 전쟁의 그림자, 4",11
gemini-00023,"탈원전 정책 폐기 논의 본격화…에너지 정책 대전환 예고, 2",11
gemini-00024,"'조국 사태' 재판 시작…검찰, 징역 7년 구형, 2",11
gemini-00025,"유럽연합, 러시아 제재 강화…우크라이나 전쟁 장기화 우려, 6",11
gemini-00026,"국내 증시, 뜨거운 IPO 열기…올해 상장 기업 봇물 터질까,5",11
gemini-00027,"""미중 무역전쟁, 글로벌 경제 불확실성 키워"",5",11
gemini-00028,"코로나19 여파로 전 세계 항공업계 직격탄…대한항공, 유상증자 추진,5",11
gemini-00029,"미국, 중국산 제품 관세 인상…무역 전쟁 재점화 우려,6",11
gemini-00030,"""AI는 인간을 지배할 수 없다"" vs ""AI, 미래의 위협 될 수 있다"" 전문가 논쟁, 4",11
gemini-00031,"코로나19 장기화, 비대면 서비스 성장세 지속... 배달앱 이용률 급증, 4",11
gemini-00032,"중국, '디지털 위안화' 시범 운영 시작... 글로벌 화폐 패권 경쟁 본격화, 5",11
gemini-00033,"北, 최근 미사일 발사 시험 성공... 한미 동맹 긴장 고조, 6",11
gemini-00034,"'조 바이든 시대' 개막... 미국 외교 정책 변화 예고, 6",11
gemini-00035,"'기후변화' 심각성 경고... 극심한 폭염과 가뭄, 전 세계를 덮치다, 6",11
gemini-00036,"'K-팝' 열풍 지속... 방탄소년단, 빌보드 차트 석권하며 글로벌 인기 입증, 4",11
gemini-00037,"현대차, 내년 전기차 라인업 강화… 아이오닉 7·8 출시 예정, 4",11
gemini-00038,"챗GPT 열풍에 국내 IT 기업들도 AI 경쟁 가열, 4",11
gemini-00039,"쿠팡, 배송 로봇 도입 확대… 물류센터 자동화 박차, 4",11
gemini-00040,"국내 주요 증시, 급등세 지속… 코스피 3,000 돌파 눈앞,5",11
gemini-00041,"갤럭시 Z Fold 3, 혁신적인 멀티태스킹 기능으로 업무 효율 극대화,4",11
gemini-00042,"전 세계 석유 생산 감소 우려… 국제유가 급등,5",11
gemini-00043,"차세대 전기차 배터리 기술 경쟁 심화… LG에너지솔루션, 독보적인 기술력 선보여,4",11
gemini-00044,"대선 후보, 경제 정책 공약 발표… 성장 vs 분배, 뜨거운 논쟁 예상,2",11
gemini-00045,"북한, 신형 탄도미사일 발사… 국제사회, 강력한 규탄,6",11
gemini-00046,"기후변화 심각성 경고… 유럽, 탄소 배출 감축 목표 강화,6",11
gemini-00047,"국민의힘, 당 대표 선거 치열… 쇄신 vs 안정, 팽팽한 경쟁,2",11
gemini-00048,"카카오뱅크, 금리 인상에 따른 대출 금리 조정, 5",11
gemini-00049,"유럽연합, 러시아산 원유 수입 금지 검토, 6",11
gemini-00050,"네이버, AI 기반 검색 엔진 업데이트…더욱 정확하고 개인 맞춤형 검색 제공, 4",11
gemini-00051,"국제 유가 급등…원유 수입 의존도 높은 한국 경제에 악영향 우려, 5",11
gemini-00052,"미국, 대북 제재 강화…북한 경제 악화 심화, 6",11
gemini-00053,"윤석열, 검찰 개혁 저지…정치 개입 논란, 2",11
gemini-00054,"이재명, 경기도 주택 정책 발표…주택 공급 확대 및 가격 안정 목표, 2",11
gemini-00055,"일본, 방위비 증액…군사력 강화 움직임, 6",11
gemini-00056,"카카오뱅크, 2023년 상반기 IPO 추진…증시 기대감 고조, 5",11
gemini-00057,"美 연준, 금리 인상 속도 조절…경기 침체 우려 커져, 5",11
gemini-00058,"윤석열 정부, 부동산 정책 수정…시장 안정화 노력, 5",11
gemini-00059,"국회, 내년 예산안 협상 난항…여야 대치 심화, 2",11
gemini-00060,"달 탐사 경쟁 가속화, 한국도 2030년 유인 탐사 목표, 4",11
gemini-00061,"중국 경제 성장 둔화, 세계 경제에 악영향 미칠 가능성, 5",11
gemini-00062,"러시아-우크라이나 전쟁 장기화, 글로벌 공급망 혼란 가중, 5",11
gemini-00063,"국내 최초 AI 기반 자율주행 택시 서비스 출시,4",11
gemini-00064,"코로나19 팬데믹, 언택트 시대 도래와 함께 온라인 쇼핑 성장 가속화,4",11
gemini-00065,"국제유가 급등…원자재 가격 상승, 소비자 물가 상승 압박,5",11
gemini-00066,"윤석열 대통령, 국민과의 대화…내년도 경제 정책 방향 제시,2",11
gemini-00067,"더불어민주당, 당 대표 선거…차기 대선 주자 경쟁 본격화,2",11
