ID,text,target
ynat-v1_dev_00000,한화 두산 꺾고 3천661일 만의 단독 2위…SK는 6연패,1
ynat-v1_dev_00017,올해는 부상 없이 20승까지…류현진 미국 출국,1
ynat-v1_dev_00021,여자배구 드림팀 5일 태국과 대결…1승 1패 한국 이...,1
ynat-v1_dev_00038,이대은·이학주 등 복귀파 득세…10일 드래프트는 두번째 기회,1
ynat-v1_dev_00039,절대 1강 전북 AFC 챔스리그 3연승 도전…이동국...,1
ynat-v1_dev_00052,3점슛 100개 돌파 강이슬 여자농구 국제 경쟁력에 책임감,1
ynat-v1_dev_00053,이소영 공백 지운 박혜민…GS칼텍스 도로공사 꺾고 1위 탈환,1
ynat-v1_dev_00055,김학범호 울산 훈련에 총 48명 소집…이유현·정승원 등 승선,1
ynat-v1_dev_00057,월드컵 궂은일 자처한 정우영 이란·일본 선전 자극돼,1
ynat-v1_dev_00065,요미우리 2군 감독으로 변신한 아베 체벌은 절대 안 해,1
ynat-v1_dev_00085,伊프로축구 기린아 北한광성은 지정학적 그물을 피할 수 있을까,1
ynat-v1_dev_00097,러시아 징계당해도…한국 女배구는 亞예선 통과해야 올림픽 출전,1
ynat-v1_dev_00108,바르사 듀오 백승호이승우 팀 복귀프로 계약 준비,1
ynat-v1_dev_00110,MLB 토론토 2세 선수 2명 나란히 선발 출전 이색기록,1
ynat-v1_dev_00119,혈연농구 논란 극복 못한 농구 대통령 허재 씁쓸한 퇴...,1
ynat-v1_dev_00124,KB도 못 막아 세운 여자농구 우리은행의 질주…개막 8연승,1
ynat-v1_dev_00140,프로농구 최진수 농구선수 첫 아너소사이어티 가입,1
ynat-v1_dev_00142,필라델피아 브루클린 꺾고 11연승…8명 두 자릿수 득점,1
ynat-v1_dev_00145,그레인키 앞세운 휴스턴 워싱턴 꺾고 WS 2연패 뒤 1승,1
ynat-v1_dev_00148,작전의 승리 KB손해보험 가빈 앞세운 한국전력에 대역전승,1
ynat-v1_dev_00150,프로농구 SK 개막전서 DB 꺾고 2년 연속 우승 시동,1
ynat-v1_dev_00162,결전의 날 류현진은 캐치볼 훈련…NLCS 1차전 선발 준비,1
ynat-v1_dev_00167,MLB 양키스 27시즌 연속 승률 5할 이상 달성,1
ynat-v1_dev_00179,R.마드리드 이적설 음바페 닮고 싶은 건 선수 시절 지단,1
ynat-v1_dev_00182,월드컵 한국이 울린 독일…러시아서도 계속된 챔피언 징크스,1
ynat-v1_dev_00185,김도훈 울산 감독 위기의 시절…난관 벗어날 수 있다,1
ynat-v1_dev_00192,세계 최강 양궁 마지막날 金金金…여자 축구 일본에 ...,1
ynat-v1_dev_00202,롯데자이언츠 성적 부진에도 부산은행 특판상품 완판,1
ynat-v1_dev_00204,도노반 美축구협회 회장선거 잠재적 후보로 부상,1
ynat-v1_dev_00205,최악의 부진 강정호 부상 악재까지…열흘짜리 IL 등재,1
ynat-v1_dev_00208,옐리치 개막 후 4연속 경기 홈런…ML타이기록,1
ynat-v1_dev_00209,여자농구 3일 개막…우리은행 vs 신한은행 2년 연속 개막전,1
ynat-v1_dev_00213,버튼 원맨쇼 프로농구 DB SK 꺾고 챔피언결정전 2연승,1
ynat-v1_dev_00215,벤투호 사우디 상대 변형 스리백 가동…황의조 원톱,1
ynat-v1_dev_00220,여자배구 드림팀 떴다…태국과 올스타전 출격 준비,1
ynat-v1_dev_00251,두산에 강한 KIA 김민식 33일 만에 홈런포,1
ynat-v1_dev_00258,NBA 미네소타 뎅 영입…팀버울브스 아니고 팀버불스,1
ynat-v1_dev_00263,남자배구 아시아선수권서 인도네시아에 30 완승…예선 3연승,1
ynat-v1_dev_00267,FC서울 전남에 01 패배…창단 첫 하위 스플릿 추락종합,1
ynat-v1_dev_00269,아가메즈·비예나 등 V리그 외국인 선수 대거 입국…KOVO...,1
ynat-v1_dev_00272,우리은행 김정은 부천에서 못했던 적은 거의 없었어요,1
ynat-v1_dev_00281,가을야구 나서는 류현진 초반 경계령…워싱턴 1회 타율 1위,1
ynat-v1_dev_00282,日장관 수영스타 백혈병에 올림픽 성적 걱정했다 몰매종합,1
ynat-v1_dev_00295,신태용호 국내파 생존경쟁…박주호·손준호 기회 잡을까,1
ynat-v1_dev_00301,베일 벗는 헤일 24일 KIA·29일 두산전 등판종합,1
ynat-v1_dev_00322,라바리니 감독 우승하고 싶었는데…일본이 더 강했다,1
ynat-v1_dev_00323,힐 무실점 다저스 필라델피아와 3연전 싹쓸이,1
ynat-v1_dev_00332,한화 훈련시간 30분 단축…조금이라도 시원하게,1
ynat-v1_dev_00335,OK저축은행 여자프로농구에 네이밍 스폰서로 참여종합,1
ynat-v1_dev_00345,아시안컵 조 추첨 5월 5일 UAE서 개최…신태용 감독 참석,1
ynat-v1_dev_00351,벤제마 막판 동점골 레알 마드리드 40경기 무패 기록,1
ynat-v1_dev_00368,월드컵 자신감 충만 멕시코 마지막 공식훈련도 유...,1
ynat-v1_dev_00370,김경수 베트남 영웅 박항서 감독에게 축전 발전 기원,1
ynat-v1_dev_00375,WS 우승팀 보스턴 연봉총액 전체 1위…2천581억원,1
ynat-v1_dev_00378,프로배구 한국전력 전광인 보상선수로 세터 노재욱 지명,1
ynat-v1_dev_00386,축구협회 경주시와 병역특례 봉사활동 지원 협약,1
ynat-v1_dev_00392,MLB 독립리그서 로봇 심판 도입 연기,1
ynat-v1_dev_00398,한국 여자배구 폴란드 31로 제압…VNL 3승 12패로...,1
ynat-v1_dev_00401,프로농구전망대 삼성 원정 3연전에서 6강행 가능성 타...,1
ynat-v1_dev_00402,돌아온 라틀리프 팀 동료 믿기 때문에 6강 의심하지 않는다,1
ynat-v1_dev_00416,니퍼트 kt 이적 후 첫 등판…한화전 1이닝 무실점,1
ynat-v1_dev_00421,세계 최강 구단 겨루는 클럽월드컵 7일 개막…레알 2연패 도전,1
ynat-v1_dev_00443,차두리 코치 월드컵 헤드셋 FIFA 워크숍 참석차 출국,1
ynat-v1_dev_00444,이원재 희생플라이 결승타…NC 천신만고 끝에 6연패 탈출,1
ynat-v1_dev_00461,탬파베이 6년만에 AL 디비전시리즈 진출…최지만 1타수...,1
ynat-v1_dev_00463,브라질 VNL 남자부 예선 최종전서 이탈리아 제압…1위로...,1
ynat-v1_dev_00469,한화 이글스 단일리그 기준으로 26년 만에 전반기 2위,1
ynat-v1_dev_00478,아시안게임 황재균 홍콩전에서도 유격수 선발 출전,1
ynat-v1_dev_00482,현대캐피탈 용병 에르난데스 발목 골절 진단…수술 여부 검토,1
ynat-v1_dev_00490,올림픽 예선 출격 앞둔 남자배구 대표팀 실전 점검 순조,1
ynat-v1_dev_00495,NBA 샌안토니오토론토 빅딜 성사…레너드더로전 맞교환,1
ynat-v1_dev_00507,탬파베이 최지만 시범경기 1호 홈런 폭발…타율 0.333,1
ynat-v1_dev_00515,게시판 KT 이강인·월드컵 예선 응원 이벤트,1
ynat-v1_dev_00534,다저스 신인 포수 스미스 중용할 듯…류현진에게 악재,1
ynat-v1_dev_00546,아시안컵 수문장 각축전…벤투호 3경기 김승규도 안심 못 해,1
ynat-v1_dev_00549,새로 뽑을 U23 축구 감독 아시안게임·도쿄올림픽 겸...,1
ynat-v1_dev_00554,프로농구 6강 사령탑 이구동성 챔피언 트로피 양보 없다,1
ynat-v1_dev_00558,대리모로 쌍둥이 얻은 호날두 이번 주 아기들과 상봉,1
ynat-v1_dev_00568,준우승 신화 박항서의 베트남 축구대표팀 포상금 25억원,1
ynat-v1_dev_00577,박종훈 5이닝 무실점 SK LG 첫 맞대결 승리,1
ynat-v1_dev_00580,추신수 에인절스전서 올 시즌 1호 홈런 쾅,1
ynat-v1_dev_00584,MLB 슈퍼스타 트라우트 통산 WAR서 지터 추월,1
ynat-v1_dev_00585,2018 캐치프레이즈 잃은 kt…미투 고은 헌정시 폐기,1
ynat-v1_dev_00588,월드컵 동료들 위로에도 고개 떨군 김민우 악몽이 된 ...,1
ynat-v1_dev_00589,경주서 유소년클럽 축구페스티벌…108개 팀 열전,1
ynat-v1_dev_00592,오승환 팔꿈치 수술로 시즌 아웃…국내 복귀하나,1
ynat-v1_dev_00594,수원 서정원·서울 황선홍 감독의 데얀 선택과 결별 이유는,1
ynat-v1_dev_00597,여자배구대표팀 라바리니 감독 7일 입국…본격 지휘,1
ynat-v1_dev_00598,그라운드X 한재선 대표 클레이튼이란,1
ynat-v1_dev_00616,초이스 끝내기 솔로포 넥센 KIA 제압,1
ynat-v1_dev_00620,우리카드 예비 PO 대결서 최민호 복귀 현대캐피탈 3...,1
ynat-v1_dev_00627,NC 박민우 아름다운 선거 홍보대사로 위촉,1
ynat-v1_dev_00639,라바리니 감독 올림픽 예선 대비해 젊은 선수들에게 기회 줬다,1
ynat-v1_dev_00641,손흥민 아시아 넘어 EPL 역사에 이름 새겼다,1
ynat-v1_dev_00643,프로농구 오리온 루이스 대신 시거스로 대체,1
ynat-v1_dev_00644,K리그 포청천 심판들 시즌 개막 앞두고 제주서 전훈,1
ynat-v1_dev_00648,월드컵 심판이 눈감은 반칙 휘슬…더 안타까운 태극전...,1
ynat-v1_dev_00655,러프 연타석홈런 등 5안타 폭발…삼성 한화 마운드 초토...,1
ynat-v1_dev_00662,휴스턴 107승째…다저스 따돌리고 MLB 최고 승률,1
ynat-v1_dev_00666,일본 벤투호 아시안컵 상대 키르기스스탄에 40 대승,1
ynat-v1_dev_00669,75분 뛴 손흥민 결승골에 기여…토트넘 본머스 10 제...,1
ynat-v1_dev_00679,추신수 시즌 18호 홈런 쾅…3시즌 연속 20홈런 고지 보인다,1
ynat-v1_dev_00687,손흥민 토트넘을 구했다…외신들도 특급 칭찬,1
ynat-v1_dev_00689,탬파베이 최지만 강원 산불 피해구호 성금 2천만원 기부,1
ynat-v1_dev_00692,성장통 극복하는 이종현…게으르다는 평가 약이 되고 있다,1
ynat-v1_dev_00694,후랭코프 18이닝 연속 무실점 마감…KIA전 6이닝 2실점,1
