ID,text,target
ynat-v1_dev_00008,신도시 짓고 유휴부지 쓰고…수도권 30만가구 2021년부터 분양종합,5
ynat-v1_dev_00010,정부 완전자급제 정책수립 착수…내년까지 자급제폰 2배↑,5
ynat-v1_dev_00011,이노션 작년 4분기 영업익 356억원…9.5%↑,5
ynat-v1_dev_00012,멀티캠퍼스 주당 500원 현금배당 결정,5
ynat-v1_dev_00019,대한제분 작년 영업익 362억원…18.1%↓,5
ynat-v1_dev_00026,롯데홈쇼핑 국가품질경영대회서 산업부 장관 표창,5
ynat-v1_dev_00033,FOMC 앞둔 국고채 금리 줄줄이 연저점…3년물 연 1.783%,5
ynat-v1_dev_00034,한화투자증권 작년 연결 영업익 646억원…흑자전환,5
ynat-v1_dev_00062,대우조선 작년 5조5천51억 적자…4분기 9천733억 손실종합,5
ynat-v1_dev_00070,SPC삼립 식물성 계란 저스트 에그 국내서 생산·판매,5
ynat-v1_dev_00074,QA 대출연장·이자유예 신청 닷새 안에 가능…가계대출은 안돼,5
ynat-v1_dev_00079,김태년 근로장려금 지급대상과 금액 모두 확대,5
ynat-v1_dev_00081,두바이유 1달러 넘게 하락…배럴당 36.04달러,5
ynat-v1_dev_00091,브라질 1인 1스마트폰 눈앞…10월중 2억800만대 전망,5
ynat-v1_dev_00093,은행권 상반기 기술금융 실적평가 1위 신한·경남은행,5
ynat-v1_dev_00098,방통위 인터넷 해지거부 LGU에 과징금 8억원 부과종합,5
ynat-v1_dev_00100,메리츠증권 3분기 영업익 1천412억원…23.5%↑,5
ynat-v1_dev_00116,내일부터 공인인증서 폐지…공공기관 민간인증서 사용 가능,5
ynat-v1_dev_00133,엠게임 1분기 영업익 21억원…17.8%↑,5
ynat-v1_dev_00135,오일뱅크 5년만에 배당…현대중공업 2천800억원 받아,5
ynat-v1_dev_00137,무학 이수능 대표이사 신규선임,5
ynat-v1_dev_00141,하나금투 비트코인 가격 오르면 채권금리도 오른다,5
ynat-v1_dev_00144,카드뉴스 팁 얼마를 줘야해…해외여행 꿀팁,5
ynat-v1_dev_00153,美 재무장관 발언에 달러 약세…원달러 환율 5.2원 하락,5
ynat-v1_dev_00158,한은 잠재성장률 2.5∼2.6%…고령화 등으로 더욱 하락 전망,5
ynat-v1_dev_00159,KTB투자 OCI 도쿠야마말레이시아 인수시 최고 효과,5
ynat-v1_dev_00163,한전기술 2분기 영업익 2억원…96.9% 감소,5
ynat-v1_dev_00171,한화생명 63빌딩 계단 오르기 이색 마라톤 개최,5
ynat-v1_dev_00173,작년 美 신생아 출생률 32년 만에 최저치…4년 연속 하락,5
ynat-v1_dev_00174,한국운용 벨기에 외무부 청사 투자하는 펀드 출시,5
